EntryTime,ExitTime,Side,Entry,Exit,PL,Reason
2020-01-03 19:00,2020-01-06 01:00,BUY,1548.79,1556.79,7.8,TP
2020-01-03 20:00,2020-01-06 01:00,BUY,1549.42,1557.42,7.8,TP
2020-01-03 21:00,2020-01-06 01:00,BUY,1547.81,1555.81,7.8,TP
2020-01-06 11:00,2020-01-06 17:00,BUY,1577.17,1571.17,-6.2,SL
2020-01-07 14:00,2020-01-07 19:00,BUY,1565.12,1573.12,7.8,TP
2020-01-07 11:00,2020-01-07 23:00,BUY,1566.15,1574.15,7.8,TP
2020-01-07 12:00,2020-01-07 23:00,BUY,1565.6,1573.6,7.8,TP
2020-01-07 13:00,2020-01-07 23:00,BUY,1567.58,1575.58,7.8,TP
2020-01-07 15:00,2020-01-07 23:00,BUY,1568.14,1576.14,7.8,TP
2020-01-07 16:00,2020-01-07 23:00,BUY,1568.97,1576.97,7.8,TP
2020-01-07 17:00,2020-01-07 23:00,BUY,1568.54,1576.54,7.8,TP
2020-01-07 18:00,2020-01-08 01:00,BUY,1571.07,1579.07,7.8,TP
2020-01-07 19:00,2020-01-08 01:00,BUY,1571.85,1579.85,7.8,TP
2020-01-07 20:00,2020-01-08 01:00,BUY,1572.41,1580.41,7.8,TP
2020-01-07 21:00,2020-01-08 01:00,BUY,1571.23,1579.23,7.8,TP
2020-01-07 22:00,2020-01-08 01:00,BUY,1571.69,1579.69,7.8,TP
2020-01-07 23:00,2020-01-08 01:00,BUY,1573.24,1581.24,7.8,TP
2020-01-08 01:00,2020-01-08 02:00,BUY,1595.0,1603.0,7.8,TP
2020-01-08 02:00,2020-01-08 03:00,BUY,1598.99,1592.99,-6.2,SL
2020-01-08 03:00,2020-01-08 04:00,BUY,1593.43,1587.43,-6.2,SL
2020-01-08 04:00,2020-01-08 05:00,BUY,1585.47,1593.47,7.8,TP
2020-01-08 06:00,2020-01-08 09:00,BUY,1593.14,1587.14,-6.2,SL
2020-01-08 07:00,2020-01-08 09:00,BUY,1594.46,1588.46,-6.2,SL
2020-01-08 08:00,2020-01-08 09:00,BUY,1593.11,1587.11,-6.2,SL
2020-01-08 05:00,2020-01-08 10:00,BUY,1590.74,1584.74,-6.2,SL
2020-01-08 09:00,2020-01-08 10:00,BUY,1588.56,1582.56,-6.2,SL
2020-01-08 11:00,2020-01-08 13:00,BUY,1583.66,1577.66,-6.2,SL
2020-01-08 10:00,2020-01-08 14:00,BUY,1580.95,1574.95,-6.2,SL
