EntryTime,ExitTime,Side,Entry,Exit,PL,Reason
2018-01-04 05:00,2018-01-04 15:00,BUY,1307.09,1315.09,7.8,TP
2018-01-04 06:00,2018-01-04 15:00,BUY,1307.87,1315.87,7.8,TP
2018-01-04 07:00,2018-01-04 17:00,BUY,1309.96,1317.96,7.8,TP
2018-01-04 08:00,2018-01-04 17:00,BUY,1309.97,1317.97,7.8,TP
2018-01-04 09:00,2018-01-04 17:00,BUY,1310.54,1318.54,7.8,TP
2018-01-04 10:00,2018-01-04 17:00,BUY,1311.52,1319.52,7.8,TP
2018-01-04 13:00,2018-01-04 20:00,BUY,1312.82,1320.82,7.8,TP
2018-01-04 11:00,2018-01-04 21:00,BUY,1313.56,1321.56,7.8,TP
2018-01-04 12:00,2018-01-04 21:00,BUY,1313.42,1321.42,7.8,TP
2018-01-04 14:00,2018-01-04 21:00,BUY,1313.16,1321.16,7.8,TP
2018-01-04 15:00,2018-01-04 21:00,BUY,1314.67,1322.67,7.8,TP
2018-01-04 16:00,2018-01-04 21:00,BUY,1314.63,1322.63,7.8,TP
2018-01-04 21:00,2018-01-05 08:00,BUY,1324.22,1318.22,-6.2,SL
2018-01-04 23:00,2018-01-05 10:00,BUY,1322.69,1316.69,-6.2,SL
2018-01-05 02:00,2018-01-05 10:00,BUY,1322.76,1316.76,-6.2,SL
2018-01-04 17:00,2018-01-05 16:00,BUY,1319.66,1313.66,-6.2,SL
2018-01-04 22:00,2018-01-05 16:00,BUY,1321.77,1315.77,-6.2,SL
2018-01-05 01:00,2018-01-05 16:00,BUY,1320.81,1314.81,-6.2,SL
2018-01-05 03:00,2018-01-05 16:00,BUY,1321.87,1315.87,-6.2,SL
2018-01-05 04:00,2018-01-05 16:00,BUY,1320.97,1314.97,-6.2,SL
2018-01-05 05:00,2018-01-05 16:00,BUY,1321.25,1315.25,-6.2,SL
2018-01-05 06:00,2018-01-05 16:00,BUY,1321.79,1315.79,-6.2,SL
2018-01-04 19:00,2018-01-09 10:00,BUY,1319.5,1313.5,-6.2,SL
2018-01-04 18:00,2018-01-09 15:00,BUY,1319.07,1313.07,-6.2,SL
2018-01-04 20:00,2018-01-09 15:00,BUY,1319.07,1313.07,-6.2,SL
2018-01-10 19:00,2018-01-12 04:00,BUY,1317.64,1325.64,7.8,TP
2018-01-10 20:00,2018-01-12 04:00,BUY,1318.29,1326.29,7.8,TP
2018-01-12 19:00,2018-01-15 03:00,BUY,1331.7,1339.7,7.8,TP
2018-01-15 03:00,2018-01-16 11:00,BUY,1339.14,1333.14,-6.2,SL
2018-01-15 04:00,2018-01-16 11:00,BUY,1340.55,1334.55,-6.2,SL
2018-01-15 05:00,2018-01-16 11:00,BUY,1340.89,1334.89,-6.2,SL
2018-01-15 14:00,2018-01-16 11:00,BUY,1341.87,1335.87,-6.2,SL
2018-01-15 15:00,2018-01-16 11:00,BUY,1341.99,1335.99,-6.2,SL
2018-01-15 16:00,2018-01-16 11:00,BUY,1340.72,1334.72,-6.2,SL
2018-01-15 17:00,2018-01-16 11:00,BUY,1341.03,1335.03,-6.2,SL
2018-01-15 18:00,2018-01-16 11:00,BUY,1340.6,1334.6,-6.2,SL
2018-01-15 19:00,2018-01-16 11:00,BUY,1339.93,1333.93,-6.2,SL
2018-01-12 22:00,2018-01-16 12:00,BUY,1337.93,1331.93,-6.2,SL
2018-01-12 23:00,2018-01-16 12:00,BUY,1338.17,1332.17,-6.2,SL
2018-01-15 02:00,2018-01-16 12:00,BUY,1338.25,1332.25,-6.2,SL
2018-01-16 16:00,2018-01-17 01:00,BUY,1332.6,1340.6,7.8,TP
2018-01-16 15:00,2018-01-17 02:00,BUY,1333.33,1341.33,7.8,TP
2018-01-16 13:00,2018-01-17 03:00,BUY,1334.88,1342.88,7.8,TP
2018-01-16 14:00,2018-01-17 03:00,BUY,1335.59,1343.59,7.8,TP
2018-01-16 17:00,2018-01-17 03:00,BUY,1335.26,1343.26,7.8,TP
2018-01-16 18:00,2018-01-17 03:00,BUY,1334.8,1342.8,7.8,TP
2018-01-16 19:00,2018-01-17 03:00,BUY,1334.51,1342.51,7.8,TP
2018-01-17 03:00,2018-01-17 05:00,BUY,1343.56,1337.56,-6.2,SL
2018-01-17 02:00,2018-01-17 06:00,BUY,1341.79,1335.79,-6.2,SL
2018-01-17 01:00,2018-01-17 07:00,BUY,1340.61,1334.61,-6.2,SL
2018-01-16 22:00,2018-01-17 08:00,BUY,1339.6,1333.6,-6.2,SL
