EntryTime,ExitTime,Side,Entry,Exit,PL,Reason
2017-01-03 04:15,2017-01-03 09:15,BUY,1158.19,1154.57,-3.8187,SL
2017-01-11 17:00,2017-01-11 18:15,SELL,1178.11,1181.72,-3.8099,SL
2017-03-21 04:45,2017-03-21 10:30,SELL,1227.91,1230.22,-2.5063,SL
2017-04-05 12:45,2017-04-05 15:15,SELL,1252.5,1248.5,3.8,TP
2017-05-08 13:15,2017-05-08 14:15,BUY,1235.08,1232.56,-2.7243,SL
2017-06-02 15:45,2017-06-05 01:00,BUY,1273.64,1280.35,6.5144,TP
2017-06-26 11:00,2017-06-26 12:00,SELL,1245.95,1238.5,7.245,TP
2017-07-20 17:30,2017-07-21 19:30,BUY,1245.98,1253.17,6.9875,TP
2017-07-26 21:00,2017-07-26 22:00,BUY,1254.11,1259.87,5.5579,TP
2017-08-01 17:00,2017-08-01 22:45,BUY,1271.94,1268.74,-3.3978,SL
2017-08-04 15:45,2017-08-04 16:45,SELL,1261.8,1256.27,5.3327,TP
2017-08-08 17:45,2017-08-08 19:15,SELL,1253.47,1256.51,-3.2395,SL
2017-08-16 20:15,2017-08-16 21:15,BUY,1277.19,1282.88,5.4874,TP
2017-08-25 16:15,2017-08-25 16:30,BUY,1291.46,1288.77,-2.886,SL
2017-09-11 01:00,2017-09-11 22:00,SELL,1336.03,1328.89,6.9359,TP
2017-09-25 18:00,2017-09-26 06:45,BUY,1304.97,1313.15,7.9773,TP
2017-10-13 15:30,2017-10-16 21:00,BUY,1301.53,1298.03,-3.7023,SL
2017-11-10 18:00,2017-11-13 18:00,SELL,1276.13,1279.42,-3.4923,SL
