EntryTime,ExitTime,Side,Entry,Exit,PL,Reason
2018-01-04 02:15,2018-01-04 10:45,SELL,1308.73,1311.72,-3.1922,SL
2018-01-08 09:45,2018-01-08 12:00,SELL,1315.8,1317.8,-2.2,SL
2018-01-17 21:45,2018-01-18 18:15,SELL,1328.91,1332.85,-4.1361,SL
2018-03-27 14:00,2018-03-28 10:15,SELL,1345.14,1339.49,5.4527,TP
2018-09-28 18:15,2018-10-01 04:00,BUY,1192.54,1189.71,-3.0346,SL
2018-11-14 19:45,2018-11-14 21:00,BUY,1208.33,1215.04,6.5142,TP
2018-12-06 16:00,2018-12-06 20:15,BUY,1241.01,1238.19,-3.0236,SL
