EntryTime,ExitTime,Side,Entry,Exit,PL,Reason
2021-01-25 18:00,2021-01-25 18:30,SELL,1847.68,1852.68,-5.2,SL
2021-01-26 04:45,2021-01-26 06:30,BUY,1860.59,1858.14,-2.6457,SL
2021-01-26 08:30,2021-01-26 12:45,SELL,1854.98,1849.5,5.2783,TP
2021-01-28 16:00,2021-01-28 16:45,BUY,1859.37,1854.37,-5.2,SL
2021-01-29 08:45,2021-01-29 09:00,BUY,1850.1,1846.77,-3.5309,SL
2021-02-01 01:15,2021-02-01 02:00,BUY,1857.5,1852.5,-5.2,SL
2021-02-02 06:45,2021-02-02 09:15,SELL,1854.04,1847.58,6.2575,TP
2021-02-05 23:45,2021-02-08 01:15,BUY,1813.4,1818.73,5.1252,TP
2021-02-11 18:45,2021-02-12 04:45,SELL,1830.07,1820.07,9.8,TP
2021-02-16 12:30,2021-02-16 13:15,BUY,1825.2,1822.3,-3.1017,SL
2021-02-19 17:45,2021-02-19 19:00,BUY,1785.87,1780.87,-5.2,SL
2021-02-24 15:45,2021-02-24 17:15,SELL,1790.68,1795.68,-5.2,SL
2021-02-25 02:45,2021-02-25 03:00,SELL,1798.31,1801.2,-3.0872,SL
2021-03-08 03:00,2021-03-08 04:45,BUY,1711.92,1707.37,-4.7526,SL
2021-03-08 09:15,2021-03-08 10:45,SELL,1699.76,1692.15,7.408,TP
2021-03-09 10:45,2021-03-09 15:45,BUY,1702.69,1712.0,9.1131,TP
2021-03-12 20:30,2021-03-15 03:00,BUY,1722.82,1732.08,9.0608,TP
2021-03-17 15:00,2021-03-17 16:15,SELL,1728.47,1732.18,-3.9082,SL
2021-03-18 12:30,2021-03-18 15:00,SELL,1735.23,1726.4,8.6256,TP
2021-03-19 08:30,2021-03-19 11:45,BUY,1741.28,1737.04,-4.4389,SL
2021-03-23 03:45,2021-03-23 06:00,SELL,1733.49,1736.13,-2.8379,SL
2021-03-23 15:45,2021-03-24 12:00,SELL,1731.15,1735.84,-4.8881,SL
2021-03-24 18:15,2021-03-24 19:00,BUY,1736.86,1733.32,-3.7364,SL
2021-03-25 10:30,2021-03-25 14:30,SELL,1731.47,1725.61,5.6646,TP
2021-03-25 18:30,2021-03-26 17:00,SELL,1728.99,1733.87,-5.0791,SL
2021-03-31 18:15,2021-03-31 20:00,BUY,1704.39,1714.39,9.8,TP
2021-04-13 16:30,2021-04-13 17:15,BUY,1747.42,1742.42,-5.2,SL
2021-04-20 09:30,2021-04-20 10:30,SELL,1768.29,1771.5,-3.411,SL
2021-04-23 17:15,2021-04-23 18:15,SELL,1772.8,1777.8,-5.2,SL
2021-04-27 04:15,2021-04-27 04:45,SELL,1778.77,1774.0,4.5662,TP
2021-04-27 08:45,2021-04-27 09:00,BUY,1782.96,1780.74,-2.4237,SL
2021-04-27 18:45,2021-04-28 03:30,SELL,1778.13,1770.27,7.6598,TP
2021-04-28 21:45,2021-04-29 11:30,BUY,1781.61,1776.61,-5.2,SL
2021-05-03 06:00,2021-05-03 09:30,BUY,1773.59,1777.71,3.9185,TP
2021-05-05 18:00,2021-05-06 08:45,BUY,1783.29,1792.22,8.7287,TP
2021-05-12 05:30,2021-05-12 09:15,SELL,1828.5,1831.74,-3.4436,SL
2021-05-12 17:30,2021-05-12 23:15,SELL,1824.29,1814.29,9.8,TP
2021-05-14 05:30,2021-05-14 08:00,SELL,1821.78,1824.27,-2.691,SL
2021-05-19 13:15,2021-05-19 15:00,SELL,1856.47,1861.13,-4.8567,SL
2021-05-25 09:45,2021-05-25 11:00,BUY,1884.81,1880.92,-4.0865,SL
2021-05-28 05:45,2021-05-28 09:30,SELL,1893.16,1888.08,4.8775,TP
2021-06-03 08:45,2021-06-03 09:30,SELL,1901.56,1897.56,3.8,TP
2021-06-04 17:15,2021-06-04 19:45,BUY,1894.15,1889.15,-5.2,SL
2021-06-09 10:00,2021-06-09 10:30,SELL,1890.02,1892.43,-2.6113,SL
2021-06-22 06:30,2021-06-22 08:00,BUY,1789.15,1786.67,-2.682,SL
2021-06-23 12:00,2021-06-23 14:15,BUY,1784.44,1781.19,-3.4493,SL
2021-06-23 21:45,2021-06-24 11:30,SELL,1778.87,1782.18,-3.5085,SL
2021-06-25 10:15,2021-06-25 15:30,BUY,1783.37,1788.87,5.3019,TP
2021-06-28 01:45,2021-06-28 03:00,BUY,1782.81,1780.81,-2.2,SL
2021-06-28 12:00,2021-06-28 16:30,SELL,1777.28,1780.85,-3.7717,SL
2021-07-08 10:30,2021-07-08 11:30,BUY,1805.43,1813.37,7.7414,TP
2021-07-09 14:30,2021-07-09 15:00,SELL,1798.83,1802.24,-3.6138,SL
2021-07-20 04:30,2021-07-20 06:00,BUY,1817.92,1815.77,-2.3454,SL
2021-07-20 18:30,2021-07-20 19:45,SELL,1806.78,1811.78,-5.2,SL
2021-07-23 06:00,2021-07-23 09:15,SELL,1803.4,1805.4,-2.2,SL
2021-07-26 05:15,2021-07-26 10:15,BUY,1805.95,1810.53,4.3753,TP
2021-07-28 04:45,2021-07-28 06:00,BUY,1802.4,1806.53,3.9263,TP
2021-07-28 22:15,2021-07-29 04:00,BUY,1805.41,1815.41,9.8,TP
2021-07-30 19:45,2021-08-02 10:15,SELL,1814.37,1806.92,7.2469,TP
2021-08-02 20:00,2021-08-02 20:30,BUY,1819.26,1816.4,-3.0555,SL
2021-08-02 22:30,2021-08-03 09:15,SELL,1813.35,1808.91,4.2421,TP
2021-08-11 15:45,2021-08-11 16:00,BUY,1744.71,1739.71,-5.2,SL
2021-09-03 05:45,2021-09-03 08:00,BUY,1813.25,1811.25,-2.2,SL
2021-09-07 08:45,2021-09-07 11:15,SELL,1818.44,1814.1,4.1448,TP
2021-09-10 06:00,2021-09-10 08:30,BUY,1798.27,1803.57,5.099,TP
2021-09-10 15:45,2021-09-13 04:00,SELL,1793.52,1785.7,7.6169,TP
2021-09-13 17:45,2021-09-13 20:30,BUY,1796.0,1791.8,-4.4038,SL
2021-09-15 17:30,2021-09-16 09:00,SELL,1794.84,1785.36,9.2804,TP
2021-09-20 18:00,2021-09-20 19:00,BUY,1764.62,1759.62,-5.2,SL
2021-09-21 10:15,2021-09-21 11:45,SELL,1760.06,1762.62,-2.7601,SL
2021-09-23 13:15,2021-09-23 15:30,BUY,1772.12,1767.66,-4.6644,SL
2021-09-27 05:30,2021-09-27 09:00,BUY,1760.22,1757.8,-2.6202,SL
2021-09-27 11:15,2021-09-27 13:00,SELL,1751.59,1745.0,6.3881,TP
2021-09-30 17:00,2021-09-30 17:45,BUY,1747.67,1757.67,9.8,TP
2021-10-04 12:30,2021-10-04 14:45,SELL,1751.34,1754.3,-3.1593,SL
2021-10-04 17:15,2021-10-05 09:45,BUY,1760.83,1755.83,-5.2,SL
2021-10-08 07:45,2021-10-08 08:30,SELL,1756.65,1758.65,-2.2,SL
2021-10-12 06:30,2021-10-12 08:45,BUY,1757.98,1762.0,3.8189,TP
2021-10-19 06:45,2021-10-19 09:45,BUY,1774.75,1778.75,3.8,TP
2021-10-19 19:00,2021-10-20 04:15,SELL,1768.13,1772.61,-4.6828,SL
2021-10-29 05:30,2021-10-29 11:15,SELL,1796.53,1792.37,3.9588,TP
2021-11-16 18:15,2021-11-17 11:00,SELL,1855.82,1860.82,-5.2,SL
2021-12-03 19:00,2021-12-06 16:30,BUY,1780.96,1775.96,-5.2,SL
2021-12-07 01:15,2021-12-07 05:30,BUY,1780.28,1778.28,-2.2,SL
2021-12-09 04:30,2021-12-09 05:45,SELL,1782.35,1784.35,-2.2,SL
2021-12-09 12:00,2021-12-09 14:15,SELL,1781.69,1776.25,5.2402,TP
2021-12-16 01:00,2021-12-16 15:00,BUY,1779.4,1788.59,8.9866,TP
2021-12-20 15:15,2021-12-20 15:30,SELL,1794.6,1798.12,-3.7238,SL
2021-12-22 15:45,2021-12-22 16:30,BUY,1794.57,1792.07,-2.7024,SL
2021-12-28 21:00,2021-12-29 12:15,SELL,1806.1,1800.15,5.7456,TP
