EntryTime,ExitTime,Side,Entry,Exit,PL,Reason
2020-01-10 18:15,2020-01-13 03:00,BUY,1559.33,1555.42,-4.1112,SL
2020-01-16 23:15,2020-01-17 01:00,BUY,1553.59,1551.59,-2.2,SL
2020-01-22 12:45,2020-01-22 13:45,BUY,1558.45,1556.45,-2.2,SL
2020-01-31 01:15,2020-01-31 10:30,SELL,1574.81,1577.91,-3.2973,SL
2020-02-03 09:15,2020-02-03 10:00,SELL,1575.42,1578.12,-2.8956,SL
2020-02-06 11:45,2020-02-06 12:45,BUY,1562.18,1567.21,4.8308,TP
2020-02-11 15:30,2020-02-11 16:00,BUY,1573.34,1570.83,-2.7099,SL
2020-02-13 02:15,2020-02-13 08:15,BUY,1570.7,1575.24,4.3376,TP
2020-02-26 14:00,2020-02-26 15:45,SELL,1644.49,1635.19,9.0991,TP
2020-02-27 03:45,2020-02-27 09:15,BUY,1649.36,1644.85,-4.7146,SL
2020-03-03 17:00,2020-03-03 17:30,BUY,1623.38,1633.38,9.8,TP
2020-03-11 16:30,2020-03-11 17:45,SELL,1654.89,1644.89,9.8,TP
2020-03-20 08:45,2020-03-20 09:45,BUY,1499.61,1509.61,9.8,TP
2020-03-30 10:45,2020-03-30 20:45,BUY,1619.6,1615.01,-4.7926,SL
2020-03-30 23:15,2020-03-31 01:15,BUY,1621.49,1616.49,-5.2,SL
2020-04-02 15:00,2020-04-02 17:00,BUY,1601.31,1611.31,9.8,TP
2020-04-16 09:00,2020-04-16 10:15,BUY,1718.21,1725.54,7.1339,TP
2020-04-27 09:45,2020-04-27 10:00,SELL,1714.7,1718.98,-4.4841,SL
2020-05-05 05:30,2020-05-05 08:00,SELL,1697.51,1699.81,-2.4969,SL
2020-05-05 10:15,2020-05-05 11:00,SELL,1695.43,1700.12,-4.8885,SL
2020-05-05 19:45,2020-05-06 15:30,BUY,1702.32,1697.32,-5.2,SL
2020-05-12 11:45,2020-05-12 15:15,BUY,1704.84,1701.44,-3.5986,SL
2020-05-12 22:15,2020-05-12 22:45,SELL,1699.18,1702.33,-3.3482,SL
2020-05-13 14:00,2020-05-13 15:30,BUY,1705.79,1712.25,6.2629,TP
2020-05-22 22:15,2020-05-22 23:30,SELL,1733.23,1735.67,-2.6446,SL
2020-05-25 01:00,2020-05-25 04:15,SELL,1731.46,1726.02,5.2419,TP
2020-05-26 05:45,2020-05-26 08:00,BUY,1733.7,1731.07,-2.8295,SL
2020-05-28 21:30,2020-05-28 22:30,SELL,1713.88,1717.84,-4.157,SL
2020-06-02 19:15,2020-06-02 22:15,SELL,1724.4,1729.4,-5.2,SL
2020-06-04 19:45,2020-06-04 23:45,BUY,1717.03,1712.45,-4.7806,SL
2020-06-09 09:15,2020-06-09 10:15,SELL,1693.91,1697.47,-3.756,SL
2020-06-15 07:15,2020-06-15 08:45,SELL,1728.17,1723.49,4.484,TP
2020-06-17 11:00,2020-06-17 12:30,SELL,1723.66,1716.45,7.0117,TP
2020-06-18 14:45,2020-06-18 16:00,SELL,1722.02,1727.02,-5.2,SL
2020-06-19 06:15,2020-06-19 09:30,BUY,1726.29,1730.29,3.8,TP
2020-06-25 13:15,2020-06-25 15:45,SELL,1760.86,1765.03,-4.372,SL
2020-06-26 15:30,2020-06-26 16:30,SELL,1759.74,1752.48,7.0574,TP
2020-06-30 16:00,2020-06-30 16:30,SELL,1766.98,1770.63,-3.8464,SL
2020-06-26 19:30,2020-06-30 17:30,BUY,1767.57,1777.57,9.8,TP
2020-07-06 05:00,2020-07-06 09:00,SELL,1771.99,1774.42,-2.6297,SL
2020-07-07 12:15,2020-07-07 15:00,SELL,1775.78,1778.78,-3.2045,SL
2020-07-09 20:00,2020-07-09 21:45,SELL,1799.35,1804.35,-5.2,SL
2020-07-10 12:15,2020-07-10 17:00,BUY,1805.92,1803.14,-2.9764,SL
2020-07-13 05:15,2020-07-13 10:15,BUY,1803.75,1807.8,3.8484,TP
2020-08-19 17:30,2020-08-19 17:45,SELL,1973.58,1963.58,9.8,TP
2020-08-24 17:45,2020-08-25 05:15,SELL,1930.56,1935.56,-5.2,SL
2020-08-26 17:45,2020-08-26 20:00,BUY,1938.51,1948.51,9.8,TP
2020-08-28 06:45,2020-08-28 10:00,BUY,1940.75,1949.33,8.3788,TP
2020-09-01 21:45,2020-09-01 22:45,SELL,1965.55,1970.55,-5.2,SL
2020-09-08 20:00,2020-09-08 21:30,BUY,1937.92,1932.92,-5.2,SL
2020-09-09 04:00,2020-09-09 06:30,SELL,1925.47,1928.98,-3.7083,SL
2020-09-09 13:00,2020-09-09 15:15,SELL,1926.13,1930.41,-4.476,SL
2020-09-11 12:30,2020-09-11 15:30,BUY,1945.48,1942.05,-3.6284,SL
2020-09-11 20:45,2020-09-14 04:00,SELL,1939.8,1944.4,-4.8022,SL
2020-09-14 15:15,2020-09-14 16:00,BUY,1949.07,1957.29,8.0198,TP
2020-09-16 05:30,2020-09-16 10:15,BUY,1959.11,1964.88,5.5725,TP
2020-09-17 03:15,2020-09-17 04:30,SELL,1955.47,1958.89,-3.6229,SL
2020-09-28 16:15,2020-09-28 16:45,BUY,1872.31,1867.31,-5.2,SL
2020-10-02 07:45,2020-10-02 08:00,SELL,1891.23,1894.85,-3.8198,SL
